id, title, author, price, description, last_update, category, score, downloads, content_rating, requirement, links, developer_url, developer_domain, link
air.com.groupebayard.polo1en,Polo's World educational games,BAYARD PRESSE,Free,Discover “Polo’s world”: 4 educational games (including 1 free game) for young children set in an imaginary world full of surprises! - A game of skill to help Polo jump from cloud to cloud - An underwater treasure hunt in an ocean full of hungry fish - A labyrinth where Polo must choose the right path as he climbs up a magic plant - A music workshop that introduces children to the sounds and rhythms of a variety of instruments. Polo’s World Learning and educational games For children ages 3 to 8 This application was created by the Bayard Group a leading French publisher known for its children’s applications under Bayam label: My first travel games with Little Brown Bear SamSam's games J’aime Lire Store Learn English with Little Brown Bear. Attention: not optimized for Galaxy Tab7,July 14 2015,Puzzle Action & Adventure,4.0 46 total,10000 - 50000,Everyone,2.2 and up,https://www.google.com/url?q=http://jeunesse-contact.bayardweb.com/&sa=D&usg=AFQjCNEwEPLD7AzSRSNzCD5z_b8WRTJZeQ * mailto:stephanie.simonin@bayard-presse.com * https://www.google.com/url?q=http://app.bayard-jeunesse.com/en&sa=D&usg=AFQjCNFhDKSb_JmtC_NOCglMXdxCcS1W-g,http://jeunesse-contact.bayardweb.com/&sa=D&usg=AFQjCNEwEPLD7AzSRSNzCD5z_b8WRTJZeQ,http://jeunesse-contact.bayardweb.com,https://play.google.com/store/apps/details?id=air.com.groupebayard.polo1en&hl=en
com.ezone.SnowSpin,Snow Spin: Snowboard Adventure,Ezone.com,Free,Get ready for the ultimate snowboarding adventure! ** NOW WITH ALL NEW TILT CONTROLS!!! ** Snow Spin is the brand new game from the Edis Brothers Jamie and Simon - the Independent Australian studio that has brought you hit games like Crazy Snowboard Diversion and Team Awesome!! After years collecting artifacts from the most remote corners of the globe our daring explorer is finally heading home. His trusty airplane is loaded to the brim with priceless treasures destined for his museum. Taking a short-cut over the arctic turns out to be a bad decision when his plane starts to fall apart scattering his possessions and forcing him to crash land on a mysterious snowy island. Armed only with his trusty snowboard he’ll need to explore the island to recover the missing items and broken parts of his plane. Will he be able to make the necessary repairs and escape? Along the way he’ll meet a cast of crazy characters make some new friends go on quests and maybe even find a wooly mammoth or two! Featuring: - Brand new tilt-controls! - Intuitive touch controls: swipe left and right to turn swipe up to jump - 50 Levels to unlock - Tons of cute characters to discover - Unlockable map that you can explore - Boost your score with slow-motion 'crash time' - Play it on the NVIDIA SHIELD! - World-wide leaderboards on Google+ Play Snow Spin is MOGA Enhanced! Available at major retailers carrier stores and online at http://www.MOGAanywhere.com . What are you waiting for? Give it a spin!,April 28 2014,Arcade Action & Adventure,3.7 4420 total,100000 - 500000,Everyone,2.0.1 and up,https://www.google.com/url?q=http://snowspin.ezone.com&sa=D&usg=AFQjCNGRpIVqixsS5wlLRnge3npp-vK4gQ * mailto:support@ezone.com * https://www.google.com/url?q=http://www.ezone.com/help/privacy.htm&sa=D&usg=AFQjCNHQALmONipc0V9SpFjE4oni38NL0Q,http://snowspin.ezone.com&sa=D&usg=AFQjCNGRpIVqixsS5wlLRnge3npp-vK4gQ,http://snowspin.ezone.com,https://play.google.com/store/apps/details?id=com.ezone.SnowSpin&hl=en
com.theanykey.bliprunnernoads,Blip Runner,The-any-Key,$0.99 Buy,Runner game. Eat ice cream and freeze blobs. Eat Jalapeno and burn the thorns. A quick and addictive game. NO pay to win. NO Ads. All features included NO in-app purchases. Thanks and attribution: Pixel images: http://opengameart.org/users/surt Music: "Blip Stream" Kevin MacLeod (incompetech.com) Licensed under Creative Commons: By Attribution 3.0 http://creativecommons.org/licenses/by/3.0/ 8-bit sounds: http://www.freesound.org/people/nebulousflynn/,August 29 2015,Arcade Action & Adventure,,,Everyone Mild Fantasy Violence,2.3 and up,https://www.google.com/url?q=http://theanykeysupport.blogspot.se/2015/08/blip-runner.html&sa=D&usg=AFQjCNE4n1QmCx37QcxYn0POFdG5Pxsxaw * mailto:Support@theanykey.se * https://www.google.com/url?q=http://theanykeysupport.blogspot.se/p/privacy-policy-for-any-key-games.html&sa=D&usg=AFQjCNFe6RpLwg-mS_NFTojK5Ik9cQLArQ,http://theanykeysupport.blogspot.se/2015/08/blip-runner.html&sa=D&usg=AFQjCNE4n1QmCx37QcxYn0POFdG5Pxsxaw,http://theanykeysupport.blogspot.se,https://play.google.com/store/apps/details?id=com.theanykey.bliprunnernoads&hl=en
com.turner.cnblamburger,Blamburger - Clarence,Cartoon Network,Free,Clarence wants to build the perfect burger but when Sumo throws some firecrackers in the mix the food goes flying! See how many burgers you can catch in Blamburger! SERVE UP SOME FUN Use simple and intuitive touch controls to catch falling ingredients and avoid firecrackers. Build burgers using normal items like beef cheese and lettuce or weirder stuff like fried eggs donuts lobsters or even worms! FIND THE RECIPE FOR SUCCESS Unlock wild new recipes to gain scoring bonuses. Catch only the required ingredients and you'll earn extra points that'll send your score into the stratosphere! FASTEST FOOD IN TOWN The longer you last the faster the food falls. Test your reflexes and challenge your coordination. Can you keep up with the explosive action and break your high score? Help Clarence conquer a frenzy of falling food in BLAMBURGER! ******************** This game is available in the following languages: Arabic Chinese English French Italian Japanese Korean Portuguese Russian Spanish and Turkish. If you're having any problems with this app feel free to contact us at advanced.platforms@turner.com . Tell us about the issues you're running into as well as what device and OS version you're using. ******************** IMPORTANT CONSIDERATIONS: This app may contain ads that feature other products services shows or offers from Cartoon Network and our partners. PRIVACY INFORMATION: Your privacy is important to us at Cartoon Network a division of Turner Broadcasting System Inc. This game collects and uses information as described in Cartoon Network’s Privacy Policy linked below. This information may be used for example to respond to user requests; enable users to take advantage of certain features and services; personalize content; serve advertising; perform network communications; manage and improve our products and services; and perform other internal operations of Cartoon Network web sites or online services. Our privacy practices are guided by data privacy laws in the United States. For users residing in the EU or other countries outside the U.S. please note that this app may use persistent identifiers for game management purposes. By downloading this application you accept our Privacy Policy and End User License Agreement and you give permission for such uses for all users of your device. The Privacy Policy and End User License Agreement are in addition to any terms conditions or policies imposed by your wireless carrier and Google Inc. Cartoon Network and its affiliates are not responsible for any collection use or disclosure of your personal information by Google or your wireless carrier. Terms of Use: http://www.cartoonnetwork.com/legal/termsofuse.html Privacy Policy: http://www.cartoonnetwork.com/legal/privacy/mobile.html,October 26 2015,Arcade Action & Adventure,4.0 16721 total,1000000 - 5000000,Everyone 10+ Fantasy Violence,4.3 and up,https://www.google.com/url?q=http://www.cartoonnetwork.com&sa=D&usg=AFQjCNFZkauPNReLpTYQRTqc49UxZv2Eng * mailto:advanced.platforms@turner.com * https://www.google.com/url?q=http://www.cartoonnetwork.com/legal/priv_tou.html%23textBox_priv_a&sa=D&usg=AFQjCNFvAOnAl84rPb7uDTGQPEN_gVPudw,http://www.cartoonnetwork.com&sa=D&usg=AFQjCNFZkauPNReLpTYQRTqc49UxZv2Eng,http://www.cartoonnetwork.com,https://play.google.com/store/apps/details?id=com.turner.cnblamburger&hl=en
com.octobytegames.lilypadleapinpaid,Lily Pad Leapin - Paid,Octobyte Games,$0.99 Buy,In the tradition of one tap games Octobyte Games is proud to present "Lily Pad Leapin" Hopper is having a bad day. You see Hopper has forgotten how to swim! Help Hopper jump from Lily Pad to Lily Pad and grow your score! The closer he gets to the middle of the lily pad the more points you get! Play conservatively or throw caution to the wind and bounce Hopper off the sides for bonus points! Google Games support coming soon! This game has the same features as the FREE game just WITHOUT ads.,April 19 2015,Arcade Action & Adventure,5.0 1 total,1 - 5,Everyone,2.3 and up,mailto:octobytegames@gmail.com * https://www.google.com/url?q=https://www.dropbox.com/s/5xcabgonsfglzal/privacy.txt?dl%3D0&sa=D&usg=AFQjCNFN2GF12uHLsr4p5vRaEdLgl2SWPA,,,https://play.google.com/store/apps/details?id=com.octobytegames.lilypadleapinpaid&hl=en
com.dragonfiregames.spacealiens,Space Aliens,Dragon Fire Games,$0.99 Buy,Space aliens is a similar game to the classic Space Invaders. Shoot the aliens and watch them disappear be careful not to lose a life by getting shot yourself. Watch out for the flying spaceship and shoot it down for extra points. Keep track of your high score with our top 10 score board.,June 22 2015,Arcade Action & Adventure,5.0 1 total,1 - 5,Everyone Violent References,4.0 and up,https://www.google.com/url?q=http://www.dragonfiregames.co.uk&sa=D&usg=AFQjCNFU7FUnOCapxwo_0TKHB9s2fQZJvg * mailto:contact@dragonfiregames.co.uk * https://www.google.com/url?q=http://www.dragonfiregames.co.uk/privacy.html&sa=D&usg=AFQjCNF_br1ys9ZsHN36iwnXfZzR_b0qmA,http://www.dragonfiregames.co.uk&sa=D&usg=AFQjCNFU7FUnOCapxwo_0TKHB9s2fQZJvg,http://www.dragonfiregames.co.uk,https://play.google.com/store/apps/details?id=com.dragonfiregames.spacealiens&hl=en
com.schleinzer.naturalsoccer_tv,Natural Soccer TV,www.schleinzer.com,Free,Natural Soccer is a highly playable and fun arcade soccer game with fast-paced action accurate physics and intuitive controls. Inspired by 90's classics like "Kick Off" and "Sensible Soccer" it brings that unrivaled playability and pure joy to your Android™ device. FEATURE HIGHLIGHTS ★ Highly playable ★ Credible and fun ball physics ★ Full and direct control of the ball including "Aftertouch" ★ Smooth graphics ★ 4 different pitches to play on - each with unique characteristics ★ Simple controls - easy to learn hard to master ★ Full support of (common) controllers and gamepads ★ Up to 4 players against each other or in local-coop mode (controllers required) ★ Powerful AI for both CPU opponents and goal keepers ★ Sliding tackles with fouls bookings free kicks & penalties ★ Play vertically or horizontally alter camera height and tilt ★ Over 200 teams with more than 2.200 individual carefully crafted players ★ League Mode ★ Full support of the built-in console grade controller NATURAL SOCCER IS FREE-TO-TRY After 3 goals have been scored a match ends. Purchase full version to remove this restriction.,April 9 2015,Sports Action & Adventure,,100 - 500,Everyone,2.2 and up,https://www.google.com/url?q=http://www.schleinzer.com&sa=D&usg=AFQjCNEA8qrJ3NzyHuyVZWsthvKbikWkhQ * mailto:support@naturalsoccer.com * https://www.google.com/url?q=http://naturalsoccer.com/privacy&sa=D&usg=AFQjCNFM863P82MjVZHksIShKAEI6uV5fg,http://www.schleinzer.com&sa=D&usg=AFQjCNEA8qrJ3NzyHuyVZWsthvKbikWkhQ,http://www.schleinzer.com,https://play.google.com/store/apps/details?id=com.schleinzer.naturalsoccer_tv&hl=en
air.com.spilgames.LevelEditor4,Level Editor: Puzzle&Adventure,Spil Games,Free,LEVEL EDITOR The hottest level editing game on the net is back for round four! Manipulate your environment to guide your stickman safely through each level to reach the exit. Think you’ve got what it takes? Dust off your puzzle-solving skills and take up the gauntlet! It’s a dangerous world out there and Level Editor is full of tricky traps obstinate obstacles and evil enemies so you need to be quick on your feet as well as have a knack for problem-solving! Using your inventory of building blocks and tools you’ll create a route that will allow your stickman to find his way towards the exit without falling prey to his environment. But move quickly! You need to get him there before the time runs out. As you progress through the levels the puzzles will get trickier and trickier and you’ll have to think fast. With moving parts and problems designed to really put your cognitive skills to the test only the best will make it through! • Build features into each level to progress to the end • Race against the clock and see if you can beat your best time • Collect coins to earn extra points and more time! • Look out for prickly enemies trying to take you down! With a colorful design Level Editor looks great on computers mobiles and tablets alike. It’s fun for players of all ages and abilities so what are you waiting for? Play the best platform game on the web now!,May 18 2015,Puzzle Action & Adventure,3.5 1336 total,50000 - 100000,Everyone,2.2 and up,https://www.google.com/url?q=http://spilgames.com&sa=D&usg=AFQjCNGFm9uY8md5VO0nUUmauX1D4lX5lg * mailto:android.support@spilgames.com * https://www.google.com/url?q=http://www.spilgames.com/privacy-policy/&sa=D&usg=AFQjCNGBV58udY5q3cMMmAjtbyYwwkFFWw,http://spilgames.com&sa=D&usg=AFQjCNGFm9uY8md5VO0nUUmauX1D4lX5lg,http://spilgames.com,https://play.google.com/store/apps/details?id=air.com.spilgames.LevelEditor4&hl=en
com.maysalward.zaina,زينة و نحول,Maysalward,$0.99 Buy,المعلمة سلمى تحتاج لمساعدتك في جمع الزهور لاعطاء الدرس التالي في مدرسة النحل ! انه يوم الحظ بالنسبة لزينة! بينما كانت تحلق في المرج دخلت في حقل فيه انواع من الزهور النادرة التي تعطي افضل انواع العسل ... و طارت سريعاً الى الخلية لتري الجميع ما وجدت ... في طريق عودتها الى الخلية وجدت المعلمة سلمى التي هنأتها بسبب اكتشافها .... و طلبت منها جمع اكبر عدد من هذا النوع النادر من الزهور و اكتشاف المزيد منها و جلبها للمدرسة .... و هنا تبدأ مغامرة زينة الجديدة و التي تحتاج الى مساعدتك ... طير مع زينة و صديقها نحول في مغامرتها و احذر كل العقبات التي ستقابلك في جمع الزهور المطلوبة قبل نفاذ العسل . اعبر من خلال البوابات لتنتقل الى اماكن اخرى او ان تطير بشكل اسرع ... الميزات : - اكتشف او اعد اكتشاف البيئة من خلال زينة. - لعبة ممتعة و مميزة و يمكن ان يلعبها الاطفال . - طير قدر ما تستطيع و اجمع النباتات و الزهور . - استكمل اهدافاً اضافية لترفع نتيجتك . - العب مع صديق زينة نحول . شكر خاص للفنانة و المذيعة القديرة رندا كرادشة التي قامت بتسجيل اصوات الشخصيات في اللعبة.,September 3 2015,Arcade Action & Adventure,5.0 2 total,1 - 5,Everyone,3.0 and up,https://www.google.com/url?q=http://www.maysalward.com&sa=D&usg=AFQjCNGfXC6_xo5egAKURXheDRmCEY_-8A * mailto:info@maysalward.com * https://www.google.com/url?q=https://www.maysalward.com/privacy-policy/&sa=D&usg=AFQjCNE7YG6NpYSsB06vxnpF-BtPFUMxAQ,http://www.maysalward.com&sa=D&usg=AFQjCNGfXC6_xo5egAKURXheDRmCEY_-8A,http://www.maysalward.com,https://play.google.com/store/apps/details?id=com.maysalward.zaina&hl=en
com.NostaticSoftware.QuietPleaseXmasFree,Quiet Christmas (Free),Nostatic Software,Free,It is Christmas Eve and you just want to go to bed and wake up on Christmas morning. But the tree is broken the house it too cold Mr. Peabody's tacky Xmas display is annoying and as always your brother won't go to bed. Explore interact with your environment and solve puzzles in this old-school adventure game. • Classic adventure game fun on your hand-held device. • Colorful retro-styled graphics. • Explore a lighthearted and humorous environment. • Use your wits and the items you find to get the house ready for Christmas.,June 3 2015,Puzzle Action & Adventure,3.5 635 total,10000 - 50000,Everyone,2.3 and up,https://www.google.com/url?q=http://nostaticsoftware.com&sa=D&usg=AFQjCNGhV264ZdXCB8SKcvliSMeV1tla9g * mailto:contact@nostatic.org * https://www.google.com/url?q=http://www.nostaticsoftware.com/p/privacy-policy.html&sa=D&usg=AFQjCNH9ywO64D6uHdArW5nbHzuwNHCaNg,http://nostaticsoftware.com&sa=D&usg=AFQjCNGhV264ZdXCB8SKcvliSMeV1tla9g,http://nostaticsoftware.com,https://play.google.com/store/apps/details?id=com.NostaticSoftware.QuietPleaseXmasFree&hl=en
com.NostaticSoftware.QuietPlease,Quiet Please!,Nostatic Software,$0.99 Buy,Classic retro adventure game fun on your hand-held device. After an annoying day at school you just want some peace and quiet. But everything at home is so noisy! Mr. Peabody is obsessively mowing his lawn Dad is channel surfing and Mom is yapping on the phone. Your pesky kid brother won't go to bed and even your pet kittens are driving you crazy! Explore interact with your environment and solve puzzles. Three kittens included with every purchase!,July 2 2015,Puzzle Action & Adventure,4.1 249 total,1000 - 5000,Everyone 10+ Use of Alcohol,2.3 and up,https://www.google.com/url?q=http://nostaticsoftware.com&sa=D&usg=AFQjCNGhV264ZdXCB8SKcvliSMeV1tla9g * mailto:contact@nostatic.org * https://www.google.com/url?q=http://www.nostaticsoftware.com/p/privacy-policy.html&sa=D&usg=AFQjCNH9ywO64D6uHdArW5nbHzuwNHCaNg,http://nostaticsoftware.com&sa=D&usg=AFQjCNGhV264ZdXCB8SKcvliSMeV1tla9g,http://nostaticsoftware.com,https://play.google.com/store/apps/details?id=com.NostaticSoftware.QuietPlease&hl=en
air.foil,Finger Fencer,Bob Smolenski,$2.62 Buy,Real-Time P2P Fencing game with touchscreen foil saber and épée. Drag to parry. Tap touché. Fence your friend on a shared WiFi connection. Also available - Fence against computer in "Round of 8" tournament against ever faster opponents. Weapons - Foil Saber and Épée. Foil Rules: Points are scored by fencer who touches with priority. Establish priority by attacking first or by "parrying" with immediate counter-attack known as "riposte". Saber Rules: Score point by touching with priority. Establish priority by attacking first or by "parrying" with immediate counter-attack known as "riposte". Point for backing away from attack and immediatly counter-attacking known as get-away-go. Épée Rules : Points are scored by fencer who touches first. Entire body is on-target. Try to block or "parry" with immediate counter-attack.,December 17 2014,Sports Action & Adventure,3.7 24 total,500 - 1000,Everyone,2.2 and up,https://www.google.com/url?q=http://www.smolenski.com/fingerfencer&sa=D&usg=AFQjCNEfQ6bBokmhPCLLjjJzCqg1bWKQzw * mailto:bob@smolenski.com * https://www.google.com/url?q=http://smolenski.com/fingerfencer/privacy.htm&sa=D&usg=AFQjCNGNf8H9nQbM5dxdcsi4116N3GpP7A,http://www.smolenski.com/fingerfencer&sa=D&usg=AFQjCNEfQ6bBokmhPCLLjjJzCqg1bWKQzw,http://www.smolenski.com,https://play.google.com/store/apps/details?id=air.foil&hl=en
com.rormiw.NeonsHockey,Neons Hockey,RORMIW,$1.12 Buy,… 80 % Off For Limited Time … Looking for a different hockey game? Neons Hockey is a super fast style hockey game with the cool neon design and sound  Multiplayer  You versus your friend/family and the puck just getting faster and faster . Have Fun,September 13 2015,Sports Action & Adventure,,10 - 50,Everyone,2.3.3 and up,https://www.google.com/url?q=http://www.rormiw.com&sa=D&usg=AFQjCNFQuF--N20JKep1s03WaOyeIRwNdA * mailto:imiwsupport@me.com * https://www.google.com/url?q=http://www.rormiw.com/privacy-policy.html&sa=D&usg=AFQjCNEcWgVOw-u5UwUtE8nn6mIboc-LPw,http://www.rormiw.com&sa=D&usg=AFQjCNFQuF--N20JKep1s03WaOyeIRwNdA,http://www.rormiw.com,https://play.google.com/store/apps/details?id=com.rormiw.NeonsHockey&hl=en
com.NostaticSoftware.VacationVexationFree,Vacation Vexation (Free),Nostatic Software,Free,Ah the family seaside vacation. Sun sand and... annoyances galore. Explore solve puzzles and play arcade mini-games in this sequel to "Quiet Please!". • Classic adventure game fun on your hand-held device. • Explore a lighthearted and humorous environment. • Use your wits and a bit of mischief to solve puzzles. • Play mini-games in the Funhaus arcade.,October 31 2014,Puzzle Action & Adventure,3.5 734 total,10000 - 50000,USK: All ages,2.3 and up,https://www.google.com/url?q=http://nostaticsoftware.com&sa=D&usg=AFQjCNGhV264ZdXCB8SKcvliSMeV1tla9g * mailto:contact@nostatic.org * https://www.google.com/url?q=http://www.nostaticsoftware.com/p/privacy-policy.html&sa=D&usg=AFQjCNH9ywO64D6uHdArW5nbHzuwNHCaNg,http://nostaticsoftware.com&sa=D&usg=AFQjCNGhV264ZdXCB8SKcvliSMeV1tla9g,http://nostaticsoftware.com,https://play.google.com/store/apps/details?id=com.NostaticSoftware.VacationVexationFree&hl=en
com.projectjack.basketball,Basketball Hotshot,project|JACK,Free,Basketball Hotshot is a simple addictive 2D game with realistic physics. Earn bonus points for special shots. Get on a shooting streak to earn multipliers and rack up the points. Timed rounds simulate the excitement of a real NBA basketball game. Top 10 scores are recorded for personal bests. Compete with friends and family and the rest of the world on Google leaderboards. Features: -easy controls -simple gameplay -fun for all ages -leaderboards -no ads,October 15 2015,Sports Action & Adventure,4.1 42 total,1000 - 5000,USK: All ages,2.3 and up,mailto:support@project-jack.com * https://www.google.com/url?q=http://www.project-jack.com/puzzletiles/privacy.pdf&sa=D&usg=AFQjCNH48BSiKxvfPBLxACXUh4QPQqcRtg,,,https://play.google.com/store/apps/details?id=com.projectjack.basketball&hl=en
com.mtvn.nickelodeonsports,NICK Sports,Nickelodeon,$2.59 Buy,Welcome to Nick Sports a slime-covered athletic extravaganza! Test your skills and flick your way to Basketball Soccer and Baseball glory! Climb the rankings from Rookie to World Champ in this ultimate sports challenge. Features: o Play Soccer Basketball and Baseball in the Nick Sportsplex! o Amazing arenas that react to your progress and up the challenge during gameplay! o Top the leader boards and go from Rookie to World Champion! o Collect tons of sports fanatic ball designs and badges! o Hilarious commentary from Nick Sportsplex hosts Chet and Max Nick Sports collects personal user data as well as non-personal user data (including aggregated data). User data collection is in accordance with applicable law such as COPPA. User data may be used for example to respond to user requests; enable users to take advantage of certain features and services; personalize content and advertising; and manage and improve Nickelodeon's services. For more information regarding Nickelodeon’s use of personal user data please visit the Nickelodeon Group Privacy Policy below. Our Privacy Policy is in addition to any terms conditions or policies agreed to between you and Google. Nickelodeon and its affiliated entities are not responsible for Google's collection or use of your personal user data and information. Use of this app is subject to the Nickelodeon End User License Agreement. Privacy Policy: http://www.nick.com/info/privacy-policy.html End User License Agreement: http://www.nick.com/info/eula.html Nick Sports offers in-app purchases and charges real money for additional in-app content. You may lock out the ability to purchase in-app content by adjusting your device’s settings. Google will keep you logged on for an additional period of time after an initial in-app purchase. Additional purchases won’t require a re-entry of the password during this additional period of time. This is a function of Google’s software and not within our control. © 2015 Viacom International Inc. All rights reserved. Nick and all related titles logos and characters are trademarks of Viacom International Inc.,August 13 2015,Sports Action & Adventure,3.8 92 total,1000 - 5000,Everyone,2.3.3 and up,https://www.google.com/url?q=http://nick.com/appsupport/&sa=D&usg=AFQjCNH4LWzTxrgmOGu8yiP8edNUwnkdNw * mailto:appsupport@nick.com * https://www.google.com/url?q=http://www.nick.com/info/privacy-policy.html&sa=D&usg=AFQjCNFOAsjIm_LhFZHfMVellmJgfi33ug,http://nick.com/appsupport/&sa=D&usg=AFQjCNH4LWzTxrgmOGu8yiP8edNUwnkdNw,http://nick.com,https://play.google.com/store/apps/details?id=com.mtvn.nickelodeonsports&hl=en
com.babaroga.luckylanes,Lucky Lanes Bowling,Babaroga LLC,€1.04 Buy,Best bowling game on any platform! You’ve never bowled this way before! Take aim and roll in the greatest lanes you never dreamed possible! Put spin on your bowl! What?? It’s true. Sure you still want to bowl 300. Sure you want to experience the anticipation and smooth physics usually reserved for the local alley. Well guess what your wishes are granted – and then some! • Play multiplayer against up to five of your friends with pass-and-play ease • Realistic physics keep the action authentic and bowling alley real • Enjoy stunning graphics and a blazing soundtrack that knocks your bowling shoes off • Intuitive controls allow you to focus on the game not the controls • Expand your game with four irresistible fun and fabulous downloadable environments and five funky and fun downloadable ball packs including: • Play fun challenges 1.) Doc Holliday’s Summer Retreat 2.) Major Tom’s Space Odyssey 3.) Tiki Rain Forest 4.) Captain Ahab’s Belly of the Whale 5.) Graceland’s Hidden Playhouse How can you possibly NOT play this bowling game? Seriously it’s so awesome it’s not funny. Actually it IS funny AND awesome. Like us on: Facebook.com/babarogagames Follow us on: Twitter.com/babarogatweet Do you have comments or questions about the game? We would be happy to hear your thoughts! You can reach us at contact@babaroga.com . Don’t be a stranger! We cannot respond to questions or comments posted in reviews so please be sure to use our contact info.,September 15 2015,Sports Action & Adventure,2.2 5 total,100 - 500,USK: All ages,3.0 and up,https://www.google.com/url?q=http://www.babaroga.com/projects/luckylanes/&sa=D&usg=AFQjCNHHMfxsOrejPHbFo4nSfhRbWViraQ * mailto:developer@babaroga.com * https://www.google.com/url?q=http://babaroga.com/privacy/&sa=D&usg=AFQjCNHZAA_ULBVnF941tV85Gyd48tM3Lw,http://www.babaroga.com/projects/luckylanes/&sa=D&usg=AFQjCNHHMfxsOrejPHbFo4nSfhRbWViraQ,http://www.babaroga.com,https://play.google.com/store/apps/details?id=com.babaroga.luckylanes&hl=en
org.spongeball.app,SpongeBob Marbles & Slides,Nickelodeon,€4.17 Buy,Play with SpongeBob Squarepants Patrick Star and the rest of the Bikini Bottom gang as you never have before! Help Sponge Bob and friends foil Plankton's plot to steal the Krabby Patty recipe! Navigate crazy obstacles and Plankton's diabolical traps through various Bikini Bottom locations rolling their marble-shaped bodies through level after level by drawing slides using the environment and tilting your device. Earn bonus points based on how skillfully and quickly the levels are completed. Unlock achievements and more levels of play! The SpongeBob Marbles and Slides game includes the following features: *Explore eighty levels of varying difficulty spread across Bikini Bottom *Draw lines to create slides and guide SpongeBob and his friends to safety *Use a variety of special tools—flippers cannons teleportals etc.—to solve each puzzle *Compile a Spectacular Collection of Stuff: rack up achievements and collect tons of SpongeBob memorabilia SpongeBob Marbles & Slides collects personal user data as well as non-personal user data (including aggregated data). User data collection is in accordance with applicable law such as COPPA. User data may be used for example to respond to user requests; enable users to take advantage of certain features and services; personalize content and advertising; and manage and improve Nickelodeon's services. For more information regarding Nickelodeon’s use of personal user data please visit the Nickelodeon Group Privacy Policy. Our Privacy Policy is in addition to any terms conditions or policies agreed to between you and Google Inc. and Nickelodeon and its affiliated entities are not responsible for Google's collection or use of your personal user data and information. Use of this app is subject to the Nickelodeon End User License Agreement. For users residing in the EU this app may include the use of persistent identifiers for game management purposes and installation of this app constitutes your permission to such usage of persistent identifiers for all users on your device. Privacy Policy http://www.nick.com/info/privacy-policy.html End User License Agreement: http://www.nick.com/info/eula.html,November 4 2014,Puzzle Action & Adventure,3.4 136 total,10000 - 50000,USK: All ages,2.3.3 and up,https://www.google.com/url?q=http://nick.com/appsupport/&sa=D&usg=AFQjCNH4LWzTxrgmOGu8yiP8edNUwnkdNw * mailto:appsupport@nick.com * https://www.google.com/url?q=http://www.nick.com/info/privacy-policy.html&sa=D&usg=AFQjCNFOAsjIm_LhFZHfMVellmJgfi33ug,http://nick.com/appsupport/&sa=D&usg=AFQjCNH4LWzTxrgmOGu8yiP8edNUwnkdNw,http://nick.com,https://play.google.com/store/apps/details?id=org.spongeball.app&hl=en
com.dolfin.polaretti,Polaretti,Dolfin SpA,Free,This is a Totally FREE game  NO ADV  no IN APP PURCHASE ! many MINIGAMES ! TOTALLY FREE for your FUN ! An exciting adventure is starting in Polarettiland! Minorca is more evil than ever and this time she is ready to do anything to steal all the fruit. Will the “Polaretti Team” succeed in overcoming her thanks to your help and their superpowers? Join them in their world and help make them stronger with the magic codes on your Polarcards so that they can collect all the fruit. Download the App join the action and choose your favourite superhero to play with. Overcome numerous obstacles in your path collect as much fruit as possible and chase after Minorca for your final attack on her with your secret weapon. Insert the code on your Polarcards - there’s one in every Polaretti packet - to double the superpowers of the “Polaretti Team” and increase their energy. You’ll be able to collect more fruit gain more lives and make your fantastic superpowers even stronger. And you can also have fun playing with Mr Polaretto and getting yourself into practice with the four sessions dedicated exclusively to superheroes and their powers. The “Polaretti Team” is looking forward to your help. You’ll find Polarmoro who can reach every corner of the Earth in a flash thanks to his super-speedy teletransportation and Polarmax who can stop evil Minorca in her tracks from any distance thanks to his powerful ice-jet. Then there is also Polarbillo who can make the whole team invisible with his bubblepower on dangerous missions and Polarcocca who can mix a drinkpower which puts back in one piece anything that has been destroyed. So what are you waiting for? Join the most exciting game in the whole of the South Pole and challenge your enemies with your magic superpowers! Join the ENDLESS RUNNER for the save of the world from MINORCA ! DASH ! JUMP ! SWIPE ! a SURF between SUBWAY and ICE CAVE  CANDY LAND and many other amazing places !,October 25 2015,Action Action & Adventure,4.1 3619 total,100000 - 500000,Everyone,4.1 and up,https://www.google.com/url?q=http://www.polaretti.it&sa=D&usg=AFQjCNEiUFE2VD4xhpbSX4rpZGoDyrKWjg * mailto:developer@dolfin.it * https://www.google.com/url?q=http://www.polaretti.it/policy.aspx&sa=D&usg=AFQjCNFwRW8Rn1VarKEM5YaoSPXCi40MDw,http://www.polaretti.it&sa=D&usg=AFQjCNEiUFE2VD4xhpbSX4rpZGoDyrKWjg,http://www.polaretti.it,https://play.google.com/store/apps/details?id=com.dolfin.polaretti&hl=en
